stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_rolloff95_Mean,spectral_spectentropy_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
l4ipP3XnpDA,0.926371,3.449216,4.003118,131.670701,4.574864,2861.531041,0.435919,3464.022023,10569.123354,0.750968,19212.457789,0.829049,2.358876,0.073891,0.788492,0.046622,0.182531,0.10563,0.005233,-0.052936,0.124756,0.045698,-0.057971,0.028165,1292.024691,0.47037,769.900857,59.894425,65.731222,0.464725,-0.010969,0.155031,girls
mCexl35l7BQ,0.871615,4.999227,4.071133,124.944872,2.713785,2828.00366,0.427405,3246.059917,9572.140197,0.736332,15647.435079,0.693033,2.18833,0.529737,0.846604,0.086852,0.186606,0.001744,-0.023605,-0.180384,-0.068279,0.077651,-0.03729,0.095096,1307.589286,0.545635,717.604698,59.221169,65.508449,0.500739,-0.009602,0.153525,girls
mO1kljD_Aa4,0.847565,3.211997,4.132735,112.992213,1.659495,3013.575698,0.484224,3442.287293,10469.683492,0.775758,23097.758501,0.611127,2.146309,-0.243011,-0.002751,0.203095,0.069672,-0.292551,-0.083687,0.150995,0.062825,-0.054647,0.095428,0.018539,1458.856624,0.578947,817.691887,63.909222,67.689493,0.444975,-0.003494,0.16013,mixed
m_ILlDydHwk,0.913466,2.787535,3.933723,111.130065,4.397646,3961.650835,0.64815,3510.75763,11228.147663,0.839225,44628.274552,0.672405,0.8639,0.101118,0.613365,0.204183,0.248832,0.152738,0.083029,0.009486,0.14458,0.185909,0.042585,0.068868,2409.721519,0.474684,957.737754,60.21454,67.513024,0.461288,-0.025615,0.160215,mixed
mae-_KQhQ60,0.946168,2.58811,4.575257,132.862151,4.006995,3669.753872,0.626544,3362.795701,10529.16681,0.798767,29030.879297,0.900687,0.872132,-0.437048,0.321535,-0.080898,0.184663,-0.001248,0.086313,-0.063617,0.048472,0.03978,0.108891,0.003831,2240.301129,0.459222,919.686553,65.411095,70.350821,0.453722,-0.019593,0.160539,girls
mkap8fCTUKs,0.938082,3.276665,4.182979,115.35651,3.057036,3286.658823,0.559682,3581.642279,10916.126927,0.814703,36037.202466,0.464381,1.393625,0.323668,1.021771,0.248357,0.289718,0.096872,0.220879,-0.091075,-0.07137,0.136791,0.008944,0.143728,1654.738989,0.657423,601.607668,54.778312,63.694286,0.635249,-0.033735,0.101125,mixed
mo3JXjRkl54,0.915688,3.998896,4.020209,129.550044,4.117594,2927.159026,0.450425,3581.076158,10802.996898,0.754625,18614.396624,0.717191,2.153347,0.020456,0.687963,0.014393,0.149203,0.013273,0.103819,0.210153,-0.04589,-0.030476,-0.100619,-0.154087,1291.104218,0.425558,849.180406,60.736527,66.000644,0.505987,-0.011303,0.155601,mixed
mt9b5uwiq-w,0.919508,6.000064,4.092784,174.318528,5.555944,2966.291953,0.538087,3199.228076,9777.909963,0.801395,36076.548506,0.46028,1.456559,-0.347637,0.379764,-0.137045,0.283525,0.096095,0.075026,0.129446,0.071434,0.069901,0.090288,0.217368,1545.855728,0.448373,826.70128,53.115288,64.265696,0.48051,0.006501,0.151538,mixed
my2MceeTLxc,0.872745,4.290031,3.997185,116.409838,2.228848,3141.567549,0.471297,3532.23648,10480.320734,0.747544,9153.567591,0.747364,2.275969,-0.296577,0.696105,0.064902,0.034741,0.155462,0.129515,-0.029774,0.038512,-0.05042,-0.038895,-0.113699,1788.165025,0.565271,804.698824,63.088235,67.962451,0.453658,-0.023636,0.169833,girls
m2fzOo3-Lq4,0.91543,3.391965,3.98788,127.580516,4.038237,3096.134209,0.46952,3418.530357,10198.311621,0.775535,21206.889245,0.607024,1.788231,0.386775,0.544583,0.156425,0.181435,0.25256,0.063303,0.034665,0.004571,0.062133,0.054033,0.047227,1435.39801,0.45398,859.819587,55.827604,62.941743,0.405658,-0.007001,0.158497,mixed
m12mtTl6eMc,0.914091,4.047756,4.092525,122.832641,3.979049,2871.352873,0.432139,3484.192747,10537.550579,0.750354,16326.153815,0.84847,2.384583,0.054889,0.659197,0.02215,0.121234,0.065487,-0.038875,-0.05036,0.112808,-0.004683,-0.086465,-0.060607,1287.17284,0.485185,783.329459,61.821763,66.61339,0.46876,-0.015064,0.151537,girls
nAX5Ib3h0bU,0.937888,3.224629,4.18336,124.956922,5.741886,2885.30667,0.483897,3116.519667,9543.504272,0.771696,29042.425856,0.805956,1.940146,0.33235,0.562105,0.045031,0.130006,-0.028845,0.077146,-0.038417,-0.041017,0.094793,0.05672,0.234337,1541.480836,0.489547,1003.809684,62.408304,65.755087,0.487739,-0.033266,0.157825,mixed
nP-zU9Bn560,0.866477,3.804003,4.110739,104.65592,1.726006,3034.38118,0.457673,3336.008149,9983.220074,0.757724,7091.79987,0.574439,1.925664,0.013291,0.120937,-0.110183,0.279545,-0.023529,0.148097,-0.064152,-0.084864,-0.120676,-0.053949,0.06172,1465.767701,0.56961,911.907754,64.872558,68.095897,0.392749,-0.013707,0.169353,girls
nbUOQ6gAudo,0.892173,3.951633,4.010274,133.876197,3.829404,3818.048293,0.633821,3433.782423,10696.954662,0.831887,44889.522,0.698039,1.089902,0.179112,0.437833,0.178851,0.077854,-0.033327,0.088258,0.0687,0.023412,0.069767,0.062927,0.027547,2289.70091,0.542263,898.56247,62.496366,67.544311,0.499904,0.000259,0.160542,mixed
ndzo2ZIWfiQ,0.925486,4.024529,4.137497,124.170723,5.118298,3590.270351,0.564308,3568.517217,11222.594511,0.814349,42066.639029,0.718464,1.523505,-0.159651,0.22728,-0.282391,0.078463,-0.019744,-0.047714,0.10832,0.002195,-0.054034,-0.079285,-0.039376,1959.95106,0.437194,918.246735,64.583777,70.59676,0.517855,-0.007529,0.143226,girls
n1YdT9RHvwU,0.86297,4.653526,4.123159,129.266956,2.773589,3207.568269,0.5114,3432.610715,10383.64694,0.778535,8925.936348,0.638685,1.980402,-0.149911,0.587693,-0.079889,0.128621,0.123273,0.109335,0.074987,-0.09075,-0.036364,-0.126407,0.045907,1704.528986,0.528986,848.521313,60.971983,67.001531,0.462749,-0.016165,0.163552,girls
n2SA7dZQWyU,0.893583,4.256993,4.124582,113.093855,3.584611,3250.196308,0.52709,3198.906117,9713.935547,0.771157,15196.523211,0.918612,1.615611,-0.142931,0.316696,-0.300288,-0.211962,-0.039809,0.385444,0.241725,-0.257256,-0.14858,-0.13749,-0.033924,1828.128079,0.494253,945.65772,67.751319,69.217631,0.386503,-0.026767,0.16232,mixed
oRr55oLW8Y8,0.876749,2.793674,3.976949,149.154983,2.838638,3675.923001,0.580976,3640.91279,11446.604188,0.819673,31662.489446,0.521488,1.317821,-0.03185,0.188817,-0.064537,0.122359,-0.05743,0.213503,0.043937,0.188481,0.063681,0.068444,0.023022,1918.777506,0.513447,839.548342,58.270758,68.225421,0.438136,-0.020351,0.153432,mixed
oS3DzyBVp1s,0.921667,4.280798,4.994635,107.887732,4.18975,2532.996424,0.46625,2528.958638,7109.375559,0.732753,19111.446396,0.848613,1.881667,-0.144135,0.438448,-0.144609,0.188495,-0.067947,0.122187,-0.145128,-0.042856,-0.042158,-0.100103,-0.061992,1466.411093,0.460033,956.520978,65.443005,69.141581,0.449639,-0.027351,0.152405,girls
oWFVKWZxhJU,0.906385,4.04111,4.143943,130.476414,2.934146,3813.80851,0.56743,3809.501514,11685.706169,0.80338,14198.363345,0.848565,1.283696,0.175523,0.180619,0.006326,0.155195,-0.116501,-0.006164,-0.079317,-0.079578,-0.076048,-0.00169,0.047577,1846.101142,0.546493,893.580162,68.260363,69.365282,0.408553,-0.017803,0.162753,girls
oXkPfK4qEHQ,0.783403,3.53518,4.601779,127.120147,2.574154,3304.589807,0.525977,3420.092683,10399.790212,0.793504,20390.920649,0.585367,2.042416,-0.209577,0.365013,-0.129925,-0.072177,-0.034148,0.138153,0.093108,0.120221,-0.034127,0.010925,-0.134261,1769.780078,0.624838,862.032161,66.432874,69.702518,0.514768,0.019234,0.163849,girls
odLNWTZGSyg,0.905625,2.387691,3.966851,125.403837,3.963082,3960.267512,0.5501,3962.958532,12074.832226,0.813635,28079.70255,0.701067,1.587993,0.307669,0.333238,-0.040724,0.226225,0.08827,0.02224,-0.03099,-0.095666,0.056143,0.022122,0.015858,1917.845884,0.451839,838.178877,59.554519,65.801632,0.484357,-0.021182,0.161589,girls
pBxyBLjr7sM,0.883418,3.645044,4.119803,116.734079,3.334142,4011.427525,0.672572,3555.193061,11322.403757,0.828193,26835.071953,0.669401,1.078129,-0.131928,0.512252,0.023385,0.219398,-0.003687,0.186718,0.091557,-0.153424,-0.147648,-0.023153,0.024237,2553.205575,0.543554,997.317088,68.853979,71.136534,0.486849,-0.007124,0.169983,girls
p_6ua9LLqy0,0.915644,3.675008,4.262806,132.491351,5.121557,3117.340221,0.477185,3416.147607,10363.198242,0.778381,20063.521955,0.835379,2.180863,0.106519,0.266728,0.218328,-0.037397,0.087195,0.118455,-0.015555,0.081432,-0.017372,0.020408,-0.016261,1565.818908,0.508655,978.160418,64.999475,67.294968,0.428903,-0.009687,0.157843,mixed
pmDUZFSQPKI,0.867981,3.542204,4.190389,117.234061,2.884504,2869.78178,0.469789,2927.434137,8522.404315,0.715824,11509.421419,0.851044,1.839609,-0.405633,0.110424,0.1695,0.386568,-0.386127,-0.192456,-0.235736,0.128534,-0.175116,-0.32596,-0.126288,1545.21197,0.506234,810.517399,68.786,72.360822,0.510998,-0.027128,0.173789,girls
ptE7EHKWG50,0.962871,4.158891,4.116218,125.506751,3.598874,3436.952848,0.566845,3446.819727,10655.514036,0.825047,62063.936118,0.572398,1.765012,-0.105012,0.631346,-0.039841,0.055466,-0.033551,0.118701,-0.040536,0.063698,0.139127,0.01221,-0.029699,2048.813993,0.465017,868.403728,57.329511,66.770201,0.57201,0.035856,0.148379,mixed
qLI0PnzmYKA,0.933766,3.718387,4.663427,129.091556,4.21571,3377.016153,0.5288,3590.014244,11088.384316,0.801673,48107.88786,0.666397,1.779586,-0.070756,0.438472,0.035836,0.050051,0.108108,0.077968,0.091185,0.052568,0.06175,0.061752,0.044946,1677.589658,0.522102,922.308591,59.03083,65.986413,0.450266,-0.030045,0.163622,mixed
qMYgXfbpM3E,0.687444,3.652895,4.52404,107.97769,1.555173,3841.315669,0.580486,3490.910851,10934.437085,0.797747,20807.282832,0.388309,1.128196,0.272812,0.145319,-0.178904,0.015561,-0.007512,0.052389,0.210949,-0.009204,0.041484,-0.062853,0.000628,2233.021346,0.674877,815.419958,62.03781,67.271907,0.425274,-0.042407,0.172686,mixed
qkvhvZQW2rM,0.897086,7.002635,4.881601,108.63892,4.636053,3270.738371,0.448576,3826.324103,11477.610609,0.77303,12816.307821,0.686304,2.35232,0.245973,0.307508,0.133028,0.014622,0.149559,0.113313,-0.135841,0.005014,-0.076722,-0.001491,-0.08047,1436.786679,0.517552,863.073321,61.472133,66.023979,0.499496,0.001764,0.162387,mixed
qqV8wfRzDrA,0.912052,4.136466,4.07471,146.087772,3.972089,3311.509346,0.489827,3537.977037,10832.068758,0.789763,32316.025763,0.718996,2.167472,0.105608,0.064888,0.073331,-0.002128,-0.02591,0.095995,0.014305,-0.043893,-0.084414,-0.030461,-0.028248,1778.497409,0.496114,938.153266,65.315083,68.117078,0.496311,-0.018764,0.160186,mixed
qymG5taSseY,0.831773,4.480695,4.235415,140.090865,4.132333,3654.229996,0.511616,3973.246902,11949.338967,0.792131,13874.323935,0.644249,1.763757,0.496305,0.602882,0.294763,0.146305,0.028147,0.044194,-0.03432,-0.069756,0.031984,0.087843,0.104824,1533.635117,0.578875,823.549969,57.085523,62.787296,0.421632,-0.018041,0.154955,girls
q1S6UjO6rgQ,0.921684,3.559282,4.286211,131.466527,3.371229,3542.360815,0.526619,3793.320446,11417.953973,0.803154,21778.538796,0.662846,1.633465,0.133502,0.25168,0.00502,0.227502,0.015381,0.082273,0.036797,0.077064,0.019815,0.083542,-0.006448,1687.780549,0.532419,862.671447,54.433711,66.089238,0.527369,0.003376,0.138892,mixed
rjCh8YafGhQ,0.960004,3.543976,4.530033,141.8144,3.908562,3297.606633,0.58619,3040.595356,9548.788499,0.796474,39607.738097,0.912872,1.374368,-0.670374,0.246468,0.296666,0.297736,0.237937,-0.012093,-0.037509,-0.117281,-0.038664,0.02352,-0.038579,2088.498728,0.430025,880.616532,66.162245,70.527162,0.406902,-0.011578,0.161096,mixed
rjylcwEXkPU,0.874011,3.924964,4.075059,123.506399,4.535006,3682.87085,0.545552,3722.969041,11743.375679,0.803082,30651.799827,0.690084,1.757538,0.133658,0.56868,-0.091008,0.191554,0.095972,0.042153,0.175493,0.063647,0.056968,0.041706,0.058414,1946.436782,0.553366,912.175195,59.14008,66.564281,0.446008,-0.007763,0.165852,girls
r8WRpcfMZ8I,0.961424,2.747488,4.016101,184.203994,5.387698,4040.157389,0.614739,3982.518057,12356.353562,0.830262,45220.755878,0.640777,1.475636,0.082038,0.754571,-0.208504,0.162266,-0.24151,0.163414,-0.076723,0.119556,-0.037349,0.039829,-0.08846,2227.520525,0.403941,840.319766,52.515374,65.360414,0.558676,0.024297,0.140088,girls
sP6RnFMqDnI,0.871866,4.248431,4.084056,125.143617,3.63467,4321.060456,0.595397,3942.110769,12359.374095,0.816244,18322.297103,0.816108,1.554954,0.343704,0.213277,0.215755,0.132554,0.087972,-0.07172,0.00531,0.031309,-0.117243,-0.053995,-0.055074,2458.218466,0.560468,959.756984,66.621314,69.47249,0.45447,-0.026553,0.165569,girls
sbqlihZzH1w,0.895505,4.138971,4.070645,116.242985,3.664513,4180.079609,0.667858,3708.215562,11759.575215,0.834372,44294.174576,0.76991,0.911392,-0.047717,0.414094,0.008445,0.270102,-0.213253,0.131367,-0.047427,0.047347,-0.016159,0.048687,-0.039364,2391.930052,0.579016,960.69491,66.830666,70.492037,0.470161,-0.013235,0.168253,girls
suodJ1Iq-kI,0.899275,4.162222,4.645597,116.415643,4.794845,4054.571443,0.6085,3811.164133,11955.024601,0.813197,27881.24656,0.676222,1.266481,-0.142931,0.244372,-0.039897,-0.022241,0.130836,0.022436,0.090699,-0.037425,-0.032664,-0.053139,0.030781,2264.262023,0.495025,878.980204,62.552477,68.915224,0.454465,-0.010424,0.149791,girls
sy-d6oJXqdE,0.924972,3.654744,4.181288,122.804871,3.25142,2729.239455,0.520009,2884.252109,8689.651006,0.789272,29034.028833,0.793855,1.886466,-0.502812,0.329901,-0.237982,-0.000351,-0.036001,0.080674,0.151051,-0.020067,-0.091585,-0.030967,0.038934,1528.940397,0.540397,890.901731,67.358264,70.534848,0.439167,-0.02113,0.155787,mixed
