stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
feHcsAdEcbI,0.930387,4.625667,1785.996802,4.423289,120.59434,0.079286,2.826837,3302.760455,0.576417,3278.418381,6.962013,10004.064282,6440.542256,0.802587,0.123562,36638.955779,0.650567,1.346938,0.284582,0.98969,0.007789,0.276465,-0.030859,0.025769,0.216214,0.162135,0.104701,-0.01006,0.083519,0.001653,1749.865471,0.520179,890.454625,56.121469,64.685326,0.468295,-0.030028,0.148503,boys
ffMiaRJmVio,0.904348,3.554773,1814.69567,4.289416,144.21453,0.087442,3.594236,2488.467833,0.424192,2907.180802,11.158025,8519.241899,4799.304239,0.736117,0.096444,23116.628658,0.664691,2.526081,0.293844,0.437497,0.321542,0.307816,-0.137068,-0.044487,-0.258825,-0.006227,-0.155975,-0.247528,-0.089515,-0.139078,1243.646288,0.585153,824.495716,65.889747,68.662181,0.586985,0.010723,0.147733,mixed
fg8ZTdpuV0I,0.904604,3.274585,3249.035054,4.109953,117.256245,0.081351,4.336295,3146.16918,0.500737,3283.651698,7.713537,9754.68775,6204.900697,0.778702,0.120538,17349.61375,0.779757,1.863016,0.218153,0.451694,0.025459,0.394758,-0.130585,0.129189,0.020208,-0.030003,-0.090614,0.083906,-0.044302,-0.118173,1624.214876,0.484298,923.058369,62.712689,67.297983,0.449961,-0.020596,0.156568,mixed
fkd9m4Lc9W8,0.919475,3.017585,1920.40699,4.029729,114.215728,0.07,2.880791,2207.445805,0.383263,2862.196063,11.384294,8141.018088,4719.249192,0.735718,0.094369,26936.44504,0.517042,2.060453,0.296511,0.623528,0.07502,0.207399,0.055654,0.126902,0.173777,0.139314,0.107522,0.032316,-0.023351,0.129952,871.816594,0.489083,618.95848,53.084705,60.225011,0.554505,-0.03939,0.127011,mixed
fzr246eEV-E,0.906474,4.455596,4148.750297,3.972382,115.315417,0.076517,3.753068,4144.070159,0.601564,3982.264795,4.219873,12414.655592,8582.735793,0.820949,0.151854,38924.061048,0.681712,1.33518,-0.079566,0.383433,-0.244523,0.137779,-0.008998,-0.010499,-0.073316,-0.121059,0.06496,-0.001549,0.050755,0.025304,2111.174289,0.456119,877.099752,64.100051,69.067211,0.457928,-0.008267,0.149527,mixed
gZwHQ9CGyJY,0.850596,1.484066,1438.901138,4.221301,124.233855,0.101231,1.377214,3095.81308,0.565205,3130.925387,8.140995,9654.530026,5813.634411,0.798427,0.124513,35179.987643,0.575411,1.544178,-0.267998,0.540263,-0.06896,0.034112,0.049742,0.013846,0.06707,0.060294,0.088762,0.009598,0.066795,-0.009165,1695.433333,0.499167,801.600432,64.599013,70.176095,0.500037,-0.001105,0.162654,boys
hAiBmTJhhJs,0.9321,4.613444,1803.152548,4.3478,136.027423,0.068118,3.305766,2937.591196,0.477724,3319.451015,7.416526,9872.952056,6008.303081,0.767366,0.118892,20458.445767,0.578419,1.413686,0.485105,0.614844,0.172261,0.41685,0.35214,0.168478,0.063178,0.012891,0.215078,0.056801,0.027801,0.143448,1244.911067,0.477273,899.502296,52.543002,61.259068,0.396411,-0.028712,0.156111,mixed
hEIrqBhIbmk,0.933931,3.419796,1749.89761,4.060663,112.675874,0.062179,3.458837,3208.362496,0.530986,3448.609491,6.344312,10531.032308,6487.803141,0.803565,0.134159,34520.748076,0.5827,1.538192,0.169467,0.779174,0.108019,0.097744,0.148156,0.149555,-0.009205,0.053031,0.108499,0.11599,0.129626,0.091261,1637.723157,0.514877,875.312685,52.216356,62.975343,0.533319,-0.007219,0.146541,boys
hFcYHGRWPCY,0.896529,1.615902,2675.101336,4.008717,129.784984,0.080521,4.082127,3918.854983,0.524339,3975.495533,4.253635,12056.911899,8475.92092,0.80165,0.153868,36375.928629,0.787938,1.774211,0.651496,0.323989,0.244158,0.319219,0.23088,0.010842,0.090986,0.022036,0.013303,0.074768,0.050949,0.021727,1861.263941,0.486989,839.987851,58.945959,63.864619,0.431235,-0.015812,0.158731,mixed
hNEvIimRhe8,0.887756,4.198079,1497.281571,4.157929,117.887997,0.079426,4.447418,3611.640962,0.579094,3613.025363,5.237229,11114.703085,7355.016976,0.820174,0.144807,27050.232215,0.632012,1.232277,0.002624,0.357785,-0.124742,0.283568,0.071428,0.075968,0.035612,-0.09494,0.085671,0.033807,0.046043,0.055943,1771.835317,0.558532,973.685008,62.132442,68.000798,0.45512,-0.012249,0.156782,boys
hS3bS7GksVk,0.800526,5.016426,1293.26935,4.509448,119.96217,0.131529,2.321915,2849.163156,0.530847,2927.300592,8.668586,8856.28153,5423.612471,0.793576,0.108748,26110.809656,0.460381,1.734325,0.166934,0.724239,0.064172,0.24886,0.035819,0.102702,-0.033564,0.036696,0.01332,0.033931,-0.036214,0.004733,1441.29771,0.552163,771.734615,58.754,65.500279,0.476017,-0.008513,0.149109,boys
hgORULxqBqU,0.948613,4.381551,1921.766843,4.414988,128.104478,0.070722,6.040232,3418.337432,0.530698,3579.702856,5.597792,11006.021398,6979.454945,0.80162,0.140256,34155.39162,0.709848,1.569439,0.315032,0.590082,0.29569,0.131206,0.070107,0.027728,-0.102712,0.024792,0.049502,0.021281,0.095969,-0.041836,1701.539225,0.457795,925.012186,58.81079,65.092425,0.460742,-0.015481,0.1572,mixed
hrpsvMHAkDI,0.936131,3.82499,2263.579017,4.146342,123.713986,0.075161,4.53079,3559.026771,0.568581,3507.61619,5.704047,10822.84584,7103.405571,0.81758,0.1341,50610.913109,0.625195,1.558366,0.031351,0.168884,0.149232,0.109936,-0.142317,0.091639,-0.047013,-0.093388,0.030683,-0.082184,-0.015712,0.060208,2085.777202,0.506477,932.009744,56.144683,65.88605,0.487914,-0.013502,0.157106,boys
htMLdB-qYr0,0.815657,4.05249,2807.000184,4.199729,115.784422,0.107212,2.077957,3819.580241,0.56954,3434.29671,5.93023,10546.575039,7312.165003,0.781517,0.124101,31276.417938,0.484201,1.738051,0.21547,0.253994,0.433764,-0.067175,0.030874,-0.328369,-0.042982,-0.136193,-0.152503,-0.078319,-0.180686,-0.143405,2243.326923,0.596154,853.989114,65.363222,69.120933,0.451531,-0.01732,0.168987,mixed
iAdS053L7L0,0.938045,2.83646,2104.855002,4.345793,169.61988,0.070461,6.019387,2859.217606,0.504758,3082.689049,8.349142,8864.241223,5949.436912,0.796681,0.110965,31038.095616,0.419579,1.516827,0.005692,0.435509,0.009983,0.3669,0.136687,0.233863,-0.104601,0.158973,0.152545,-0.012129,0.081075,0.069779,1382.036906,0.58907,723.335027,48.811978,61.903159,0.532096,0.034514,0.171475,boys
iQF1XSOxHcs,0.9072,3.311462,2624.700938,3.976424,118.241272,0.091954,3.267835,3233.022098,0.533664,3391.717844,6.511734,10521.463461,6504.927332,0.800844,0.13235,30769.595268,0.807193,1.544251,-0.168417,0.226836,-0.053726,0.030207,-0.030531,0.015756,-0.056208,0.038646,-0.033401,0.017927,-0.006992,0.025303,1624.309524,0.536905,912.083623,64.388889,68.247403,0.415347,-0.018238,0.162309,mixed
ijHYsEGGRRY,0.945704,3.725637,2493.961272,4.088155,114.420033,0.063478,5.572399,2776.952475,0.45322,3106.506288,10.261541,9216.012558,5520.308942,0.767327,0.105365,50927.374927,0.54122,2.02584,0.272114,0.61637,0.058073,0.152008,0.284972,0.099389,0.033883,-0.013832,0.049937,-0.009353,-0.004056,0.05668,1354.091653,0.494272,882.482821,50.540026,61.846348,0.372082,-0.015863,0.170558,mixed
isykm48MUPM,0.838868,2.903573,2650.718203,4.376868,128.724205,0.093333,2.757102,2316.500943,0.3808,2998.637509,17.098776,8197.135982,5211.409086,0.743533,0.105167,20589.017783,0.376613,2.199611,0.030513,0.650402,0.037151,0.152171,0.067094,0.153845,0.018548,0.080109,0.05935,0.116566,0.014252,0.017776,784.101655,0.552009,477.950549,48.964052,60.732973,0.570112,-0.019496,0.144237,boys
ixaVqD1Yzls,0.931021,5.64184,1358.617704,4.403454,138.010544,0.091474,2.282463,2897.779339,0.577306,2955.106327,8.808003,9008.922134,5563.180141,0.809795,0.109655,41751.12742,0.481702,1.534355,-0.297851,0.82606,-0.165492,-0.059361,0.042497,0.164195,0.136674,0.169526,-0.08819,0.047479,0.158954,0.10926,1696.449864,0.570912,777.698377,53.420884,65.689638,0.542547,-0.019563,0.147762,boys
izuCJwPgG-Q,0.907889,4.025846,2071.918731,4.472086,111.227357,0.08449,3.316892,3471.924784,0.503893,3742.544382,5.522282,11560.802803,7339.894325,0.795589,0.143703,9386.941546,0.859709,2.045676,0.13646,0.438771,0.012669,0.196424,0.08739,0.06055,-0.13081,0.0318,0.089091,0.149101,-0.007544,-0.040105,1627.36692,0.497148,928.433462,62.358052,67.323471,0.405644,-0.022972,0.15445,mixed
i7zsJj3XgBc,0.913051,1.322725,3149.343205,3.924056,127.764998,0.069818,4.082248,3123.644046,0.534413,3109.098225,9.093157,9430.773926,5822.452799,0.777292,0.1146,27090.439873,0.918132,1.781881,-0.232903,0.684976,0.047447,0.154455,0.108294,-0.058263,-0.184778,-0.061813,-0.158753,-0.186021,-0.014521,-0.061736,1784.668367,0.441327,983.773703,67.015609,69.608227,0.368969,-0.016254,0.145534,mixed
jBIWrAAq-3Q,0.897763,4.188351,1680.421422,4.831456,118.278962,0.064355,2.43085,4558.911134,0.572595,4456.167767,3.052566,12964.379883,10003.886719,0.816144,0.170791,15994.34987,0.461971,1.421213,0.456199,0.668617,0.200672,0.287802,0.076168,-0.062597,0.112876,0.09144,0.003762,-0.065085,-0.001813,0.007307,2113.265583,0.594851,671.8925,51.950802,61.667387,0.416473,-0.026774,0.175371,boys
jEtrbjHaZc8,0.911911,5.903176,2142.901958,4.65871,168.623344,0.094602,1.774802,2485.981374,0.428981,3106.314196,8.48847,9202.048419,5339.616935,0.776265,0.104367,18270.35696,0.418771,2.223177,0.138964,0.523987,-0.04006,0.093687,0.009774,0.008009,-0.008588,0.116806,0.085356,0.007381,-0.021221,0.007607,1021.849866,0.636282,591.41623,50.825675,62.743464,0.567701,0.014096,0.135324,boys
jJc3CUlCiOo,0.955452,3.413392,1340.958715,4.261042,114.427886,0.075438,3.793353,3449.962811,0.548441,3493.605151,5.570857,10658.274848,7032.023886,0.809613,0.13325,34090.957939,0.769552,1.577236,-0.042406,0.45058,0.019707,0.149385,0.195947,0.002799,0.131002,-0.043825,0.064139,0.05678,0.035571,0.02579,1764.462457,0.467577,948.858671,59.065013,65.675836,0.422663,-0.025409,0.155843,boys
jYnVugDxErs,0.938887,3.826378,1907.647305,4.574058,114.637727,0.083385,4.100716,4531.933386,0.625467,4012.204043,3.765904,12088.938643,9049.382106,0.82472,0.146113,44393.876899,0.683094,1.580353,0.217849,0.732025,-0.021335,0.184983,0.108809,0.076443,-0.070778,-0.013648,-0.069918,0.089703,-0.057498,-0.006309,2752.216216,0.481081,897.625434,59.110163,66.247209,0.570262,-0.017981,0.160704,mixed
jg35mmYzh3I,0.868047,4.246758,1968.311934,4.141974,110.447039,0.11515,2.706558,3471.799394,0.572196,3658.451174,5.792655,11585.502459,7077.009361,0.819727,0.151683,33591.69696,0.628885,1.475549,-0.142547,0.324285,-0.051638,-0.122807,-0.09087,0.065021,0.004357,0.107856,0.060667,0.003984,0.026307,0.00925,1710.803109,0.603627,921.489651,62.716942,69.389975,0.459596,-0.003215,0.151252,mixed
jk0uhPvBnaI,0.763647,5.496011,2233.27309,4.73394,101.467856,0.202245,1.730513,2621.6679,0.443921,3030.675155,12.205071,8685.936306,5163.034058,0.748349,0.109168,12622.065354,0.510055,2.079032,-0.127491,0.286081,-0.098778,0.210403,-0.094865,0.194685,-0.005226,0.02864,0.007727,-0.09749,-0.074208,0.028327,1300.098921,0.670863,784.210334,64.085846,68.182359,0.442886,-0.023374,0.170514,boys
jltRPLHjR0o,0.864901,4.671112,1774.395354,4.094677,134.071865,0.090883,2.68179,3681.030911,0.545595,3865.861728,4.710714,11833.126758,7910.566699,0.824204,0.142462,30093.329661,0.497573,1.679067,0.207548,0.372667,0.040579,0.102402,0.11512,0.062143,0.07113,0.063936,0.028623,0.061123,0.038783,0.032067,1864.695652,0.530435,787.672118,54.392801,64.200357,0.404932,-0.01911,0.160736,mixed
kJUOvHAZmVk,0.888333,2.800582,1982.898127,4.007323,140.04664,0.098901,2.40666,3778.194575,0.593973,3721.712799,4.890997,11498.94241,7733.669684,0.827702,0.152373,18003.387703,0.618786,1.308917,0.092325,0.421402,-0.010551,0.042161,0.190402,0.114642,-0.007309,0.118977,0.075309,0.066595,0.059484,-0.009798,1920.56051,0.550318,932.995858,61.108774,67.048171,0.415507,-0.007418,0.16068,boys
kL9qia-G10g,0.778135,2.993229,2411.19665,4.177003,132.900965,0.113158,5.14995,1988.539394,0.311796,2651.099625,17.039876,7478.075491,3699.792601,0.700436,0.079591,12538.082553,0.583599,3.235134,0.272406,0.474831,2.9e-05,0.004796,0.025965,0.038059,-0.139876,-0.04189,-0.20104,-0.078464,-0.061677,-0.058696,880.776699,0.676375,632.530463,61.814672,66.308247,0.601292,0.019668,0.122873,mixed
kb4Ga1tD3nk,0.835042,2.477462,1938.406424,4.074489,136.78149,0.080909,2.960411,2595.79573,0.409121,3065.788202,10.214968,9023.891347,5110.634256,0.759367,0.110936,16196.666048,0.504048,1.973296,0.191641,0.329725,-0.026157,0.025778,0.157695,0.052997,-0.021417,-0.05776,-0.032967,-0.068782,-0.094574,0.060498,1072.368024,0.552036,817.272269,62.697611,65.862381,0.37873,-0.006053,0.174203,boys
k8oFPfgOkzI,0.973217,3.867242,1828.404846,4.12049,155.332876,0.05712,4.587902,3068.624628,0.583486,3078.780539,7.058797,9254.754457,6219.029674,0.815321,0.109792,40261.933714,0.570894,1.243813,-0.005819,0.791196,0.01461,0.06396,0.105691,0.234969,0.055767,0.165066,0.119532,0.091357,0.005719,0.070948,1636.104079,0.434599,769.413915,50.440622,62.967802,0.521007,-0.010024,0.137382,boys
lKvRSLtbfrI,0.937377,3.47198,3065.464294,4.138652,117.451753,0.082642,3.223601,2205.298636,0.498862,2128.531682,14.223692,6008.028859,4272.086729,0.766014,0.042246,38575.259665,0.657822,1.678113,0.046066,0.703113,-0.201817,0.203828,0.30527,0.078031,0.170421,-0.023916,0.06465,0.099281,0.071294,0.056844,1449.660194,0.514563,973.3354,59.169426,66.539322,0.434813,-0.027521,0.158899,boys
lXEc9Oueszg,0.936691,1.004737,1730.747562,3.933924,128.390959,0.075818,4.902092,3464.387275,0.535365,3671.99804,5.656268,11466.76209,7047.332554,0.808436,0.139267,32135.643526,0.683792,1.744004,0.231939,0.531027,0.202429,-0.042922,0.177812,-0.034449,-0.073901,0.020321,0.099156,0.029698,0.067868,0.123238,1727.721088,0.463435,954.671431,60.027589,66.194924,0.477791,-0.011608,0.154717,boys
laOxJUcIOdE,0.874026,3.028219,1991.334787,4.417624,129.894724,0.087419,2.528047,2869.677625,0.534602,3095.754132,8.762986,9350.474552,5561.973058,0.778048,0.108997,20377.074192,0.634392,1.624233,-0.113256,0.842937,-0.258081,0.109876,0.063004,0.061886,0.112837,-0.119022,0.15013,0.081911,-0.098478,0.068674,1479.675723,0.552147,880.720819,64.833046,68.733669,0.421041,-0.016403,0.168716,boys
lk2g6a0eS88,0.863524,3.11968,3404.60772,3.910069,135.612643,0.099118,2.754519,4036.775138,0.591644,3932.508537,4.793604,12161.320143,8358.166034,0.813805,0.157597,16486.556066,0.678718,1.291866,0.169857,0.5837,0.277475,0.364561,0.156241,0.020919,-0.066531,-0.23351,-0.059479,0.005349,0.059202,0.119822,1915.063291,0.516456,900.525499,64.655879,66.833284,0.43291,-0.017632,0.168544,mixed
lo68aakVEpc,0.890516,4.402029,2124.951508,4.500081,118.844543,0.081567,4.808473,3494.084328,0.555986,3590.46348,6.070496,11153.591872,7205.083383,0.799815,0.138043,49918.164745,0.621504,1.445325,0.000367,0.824557,0.303227,0.164374,0.130237,0.023815,0.033641,0.036307,0.088529,0.084159,-0.007587,0.056215,1826.836903,0.518946,901.28151,57.941792,65.045885,0.46001,-0.018026,0.151018,boys
lxHh_AJ0-jE,0.872472,1.372697,2282.848851,3.893627,124.121037,0.096436,3.236474,3131.904684,0.508621,3462.155284,6.842625,10547.006246,6428.961796,0.793043,0.128054,19668.142386,0.550835,1.747556,0.025944,0.450494,0.071537,0.077801,0.099097,0.023298,-0.026955,-0.102376,0.008921,0.046437,0.115995,0.125105,1477.651888,0.587849,856.29344,60.647368,66.145225,0.428731,-0.024672,0.167621,boys
