stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_skewness_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_peak_PeakMagMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
dp-qHTDVsLc,0.948018,4.395762,2010.732709,4.863003,123.542137,0.071759,4.813168,3082.781887,0.51612,3078.888177,2.137375,10.124851,9249.232288,5545.832606,0.781204,0.116453,36565.067508,0.760617,1.876699,-0.318636,0.586076,0.167288,0.097509,0.235394,0.058969,0.103917,0.046698,0.169241,0.025194,0.017277,0.013938,1850.418848,0.479058,1042.661409,61.09199,1.0,67.130342,0.427359,-0.012633,0.154452,boys
d77iqD6bMHM,0.897694,6.438211,2853.777319,4.330834,119.840291,0.060711,5.932578,3936.003597,0.540789,3784.463691,1.415558,5.827612,11653.97975,7701.060337,0.781335,0.14509,13308.764749,0.837822,1.568908,0.16689,0.298544,-0.056985,0.010031,8.4e-05,-6e-05,-0.151541,-0.171098,-0.182234,-0.09725,-0.18935,-0.019151,2143.919793,0.538163,963.777795,67.33144,1.0,69.057879,0.42189,-0.02516,0.154908,girls
eIUvtChuEs0,0.93056,4.184689,2304.793396,3.936961,115.310948,0.065125,6.070604,2724.534386,0.435222,3409.27811,1.946765,7.216878,10277.363568,5893.999598,0.776532,0.130163,23186.490412,0.579591,1.996371,0.272527,0.504336,0.222761,0.187253,0.058694,0.069524,-0.017265,0.075427,0.059801,0.03869,0.033107,0.014246,1104.187192,0.518883,860.870423,51.540487,1.0,61.609731,0.389146,-0.009049,0.160351,boys
eL-YIdxfu3A,0.795978,1.211864,2767.901548,4.014241,128.541998,0.193636,0.306991,2921.138224,0.436636,3551.862947,2.05663,9.122613,10288.26626,6282.021736,0.745199,0.127879,1872.339546,0.293746,2.041816,0.046864,0.692595,0.259369,0.01031,0.078242,0.056237,0.113496,0.014051,0.001349,0.10941,0.017044,-0.007828,1054.864547,0.551237,659.658253,60.524551,1.0,65.994793,0.472965,-0.026141,0.153585,girls
ebUStbjgKXE,0.897293,3.641781,2495.274953,4.618696,110.651431,0.096117,4.542815,4014.396359,0.582595,3820.781835,1.304599,4.753252,11938.873433,8189.449151,0.808533,0.140837,25812.546297,0.837701,1.604749,0.252913,0.346209,-0.009416,0.071107,-0.06311,-0.057217,-0.172172,-0.140921,-0.021367,-0.093511,-0.11816,-0.027733,2297.371901,0.561983,965.031003,67.700591,1.0,69.664514,0.4936,-0.007885,0.150065,girls
erLps-ZnGlc,0.906988,3.836024,956.472702,4.057148,133.500686,0.080839,4.607756,2961.492362,0.487797,3393.086118,1.68965,6.483659,9958.393836,6301.84681,0.779406,0.13232,30418.321607,0.555086,1.578932,0.353156,0.616421,0.069349,-0.002856,0.064671,-0.071316,0.080749,0.115061,0.19975,0.105167,0.016844,0.089211,1361.355571,0.514549,744.646865,52.938375,1.0,61.900558,0.453703,-0.029206,0.167935,boys
esX6Xb_7WyM,0.949334,3.661175,2984.126378,4.339152,120.638062,0.081722,3.452535,3942.698967,0.485531,4282.191284,1.147572,3.798485,12615.282037,9291.027289,0.789988,0.131413,61399.62805,0.658539,2.593029,0.309434,0.652793,-0.041146,0.168681,0.107474,-0.152943,0.180213,-0.043217,0.005169,-0.058405,0.049566,-0.023451,1996.252046,0.487725,636.725256,58.993502,1.0,65.313571,0.621563,-0.015552,0.118744,girls
e0CG3x4Z_fk,0.926592,4.135419,2728.877094,4.376386,115.339797,0.072328,4.541259,3933.404394,0.541329,3677.174313,1.470579,6.098533,11506.568555,7555.599023,0.786177,0.127432,20609.437518,0.875764,2.148154,0.093648,0.408784,-0.085485,0.17545,-0.024923,0.078413,-0.124021,0.121838,0.012274,0.208744,-0.099891,0.044021,2341.456954,0.491391,1014.010148,66.131276,1.0,69.251444,0.40152,-0.010911,0.161618,mixed
e2KvH1ZAX84,0.898525,3.580003,2275.567578,4.048835,106.744382,0.096533,2.314911,3658.177079,0.55468,3605.565357,1.176741,4.273967,10980.809999,7693.255946,0.816731,0.123122,15458.305064,0.649912,1.332444,0.274643,0.255174,0.089764,0.147515,0.11889,0.111464,0.017615,0.001714,-0.005818,0.028368,0.054049,0.066408,1730.518135,0.57513,886.201201,62.208893,1.0,66.631121,0.391229,-0.013574,0.162988,mixed
e6CJ0qsyJjQ,0.86259,3.422232,2010.088269,4.098644,121.236837,0.103576,2.736676,3232.636462,0.500816,3340.115101,2.052544,9.051617,10259.339578,6046.569808,0.767521,0.12163,19342.662945,0.813337,2.125426,-0.168193,0.404782,-0.145136,0.295064,-0.135453,0.041876,-0.082996,-0.096428,-0.019337,0.004214,0.009242,-0.003303,1697.818878,0.539541,886.810569,69.378094,1.0,71.962329,0.48304,-0.006958,0.160145,girls
e7urnfBBh3M,0.954938,4.081717,3296.627777,4.627196,143.851747,0.059672,5.675778,3113.014338,0.512115,3330.564013,1.713911,6.762828,10021.098317,6407.780358,0.800328,0.120535,37287.83172,0.810702,1.92933,-0.029496,0.300851,-0.028124,0.106274,-0.13247,0.070966,-0.088862,-0.173678,-0.068551,-0.270566,-0.132957,-0.142859,1603.547619,0.478571,862.072788,64.104008,1.0,67.808431,0.560119,-0.013082,0.138694,mixed
e18J2Z18Na4,0.933476,3.206131,2077.26745,4.534014,126.924749,0.0646,5.621203,3811.884608,0.586463,3581.301091,1.46339,5.87345,11277.275518,7442.923573,0.814857,0.14149,49175.467365,0.687353,1.29532,0.132181,0.57055,0.402123,0.056929,0.207716,0.045116,-0.031196,-0.012046,0.134057,0.013606,0.009469,0.088389,2108.078818,0.405583,966.419375,57.030639,1.0,65.173176,0.428462,-0.022364,0.157392,mixed
f-CA3IUQAWM,0.916114,4.523782,1639.03621,4.413219,132.90507,0.077929,2.891163,3754.669357,0.582187,3655.141992,1.25709,4.549194,11279.487454,7709.579574,0.813649,0.131259,36984.072591,0.682091,1.392995,0.402871,0.576596,0.070267,0.256802,0.074595,0.053847,0.040988,0.0301,0.049066,0.016987,0.03189,0.039899,2016.605136,0.485554,824.785597,57.265723,1.0,64.668898,0.545368,-0.000259,0.13676,girls
fCeIH4at49g,0.879318,2.371011,2330.467957,4.003206,121.695804,0.090167,3.910822,3144.754992,0.496091,3540.571035,1.834963,7.056587,10828.804497,6650.920628,0.786569,0.127856,16328.198273,0.795612,2.073101,-0.272642,0.601886,-0.147631,0.127975,-0.073777,-0.044241,0.081409,-0.058267,0.015232,-0.022874,-0.119698,-0.152716,1530.131796,0.515651,877.14805,63.789262,1.0,69.275801,0.422916,-0.021995,0.163788,mixed
fD6rEoh-tPo,0.904679,4.130148,3509.187185,4.062312,106.386071,0.079773,4.24583,2578.469599,0.412741,3003.680583,2.610355,12.734155,8796.848988,4742.40614,0.731343,0.099118,29218.474757,0.746503,2.711666,-0.289143,0.584115,0.258489,0.37161,-0.034181,-0.127639,0.003885,0.057634,-0.112804,-0.335894,-0.209645,-0.252387,1265.21519,0.506329,908.658913,66.090815,1.0,69.700926,0.455575,0.010621,0.158812,girls
fM1ARuVwYT4,0.877872,4.338441,1903.343087,4.026012,116.825936,0.086582,2.668319,3584.973137,0.599267,3506.982586,1.554969,6.331942,10880.007667,7188.710852,0.817842,0.135239,39811.919227,0.51952,1.253842,-0.142379,0.643192,0.064835,0.325569,0.1025,0.173429,0.094901,0.166235,0.299283,0.185021,0.109131,0.003415,1996.463178,0.581395,724.001168,56.642503,1.0,63.988692,0.536439,-0.002918,0.137673,boys
fV42vrfFvNs,0.831732,2.067124,2758.668496,4.027218,127.016843,0.107308,2.366573,3328.570519,0.512095,3720.911149,1.470928,4.976179,11297.370045,7331.500685,0.79747,0.138408,24358.969715,0.482981,1.713479,0.529258,0.614873,0.1068,0.295179,-0.063437,0.097791,0.009222,-0.012296,0.060942,0.023337,0.016408,0.036147,1474.925558,0.612903,717.014598,55.079247,1.0,62.788781,0.57151,-0.028827,0.14649,mixed
fd-TEgqVsXY,0.933091,3.422719,3979.397849,4.266943,103.870461,0.063205,4.159019,3257.253668,0.532202,3398.768444,1.551226,5.844691,10418.748872,6719.081427,0.811171,0.120779,38362.797338,0.619847,1.770587,0.300489,0.318353,-0.176879,0.080725,0.043156,-0.152419,0.105853,0.18031,0.032373,0.097683,0.038812,0.070374,1725.081481,0.50963,865.144621,57.92924,1.0,66.020345,0.493162,-0.013184,0.160665,boys
feHcsAdEcbI,0.930387,4.625667,1785.996802,4.423289,120.59434,0.079286,2.826837,3302.760455,0.576417,3278.418381,1.624041,6.962013,10004.064282,6440.542256,0.802587,0.123562,36638.955779,0.650567,1.346938,0.284582,0.98969,0.007789,0.276465,-0.030859,0.025769,0.216214,0.162135,0.104701,-0.01006,0.083519,0.001653,1749.865471,0.520179,890.454625,56.121469,1.0,64.685326,0.468295,-0.030028,0.148503,boys
ffMiaRJmVio,0.904348,3.554773,1814.69567,4.289416,144.21453,0.087442,3.594236,2488.467833,0.424192,2907.180802,2.365665,11.158025,8519.241899,4799.304239,0.736117,0.096444,23116.628658,0.664691,2.526081,0.293844,0.437497,0.321542,0.307816,-0.137068,-0.044487,-0.258825,-0.006227,-0.155975,-0.247528,-0.089515,-0.139078,1243.646288,0.585153,824.495716,65.889747,1.0,68.662181,0.586985,0.010723,0.147733,mixed
fg8ZTdpuV0I,0.904604,3.274585,3249.035054,4.109953,117.256245,0.081351,4.336295,3146.16918,0.500737,3283.651698,1.797651,7.713537,9754.68775,6204.900697,0.778702,0.120538,17349.61375,0.779757,1.863016,0.218153,0.451694,0.025459,0.394758,-0.130585,0.129189,0.020208,-0.030003,-0.090614,0.083906,-0.044302,-0.118173,1624.214876,0.484298,923.058369,62.712689,1.0,67.297983,0.449961,-0.020596,0.156568,mixed
fkd9m4Lc9W8,0.919475,3.017585,1920.40699,4.029729,114.215728,0.07,2.880791,2207.445805,0.383263,2862.196063,2.352229,11.384294,8141.018088,4719.249192,0.735718,0.094369,26936.44504,0.517042,2.060453,0.296511,0.623528,0.07502,0.207399,0.055654,0.126902,0.173777,0.139314,0.107522,0.032316,-0.023351,0.129952,871.816594,0.489083,618.95848,53.084705,1.0,60.225011,0.554505,-0.03939,0.127011,mixed
flaRc0J0BwM,0.905076,3.960951,1222.37071,4.146691,127.553111,0.082645,4.224112,3122.801596,0.532496,3088.785921,1.995313,8.580381,9614.333249,5781.069479,0.79158,0.113029,49410.11187,0.807014,1.898304,-0.318166,0.1492,-0.127758,0.13341,-0.06369,-0.049218,-0.099652,-0.115193,-0.110429,-0.051811,-0.122635,-0.041255,1900.211506,0.463621,912.551172,68.946805,1.0,72.721825,0.537752,-0.013142,0.151438,girls
fzl2R57Xsx0,0.897291,1.765953,2682.391489,4.001761,111.381262,0.094247,2.674924,3795.048213,0.540103,3862.916915,1.28932,4.624854,11723.638963,8050.401106,0.807907,0.148909,23465.277883,0.680666,1.689595,0.403302,0.369649,0.094841,0.106151,0.105586,0.0209,-0.0138,-0.009434,0.047326,-0.106852,-0.017461,-0.039619,1888.82134,0.509926,921.179251,62.074368,1.0,66.063633,0.418885,-0.025256,0.160471,no actors
fzr246eEV-E,0.906474,4.455596,4148.750297,3.972382,115.315417,0.076517,3.753068,4144.070159,0.601564,3982.264795,1.19094,4.219873,12414.655592,8582.735793,0.820949,0.151854,38924.061048,0.681712,1.33518,-0.079566,0.383433,-0.244523,0.137779,-0.008998,-0.010499,-0.073316,-0.121059,0.06496,-0.001549,0.050755,0.025304,2111.174289,0.456119,877.099752,64.100051,1.0,69.067211,0.457928,-0.008267,0.149527,mixed
f6C_P7xu2fc,0.952492,4.149021,2356.002156,4.178167,115.776414,0.073434,4.703218,2597.102563,0.414983,2885.838854,2.455703,12.861089,8340.193705,4741.064883,0.738483,0.095202,29907.834724,0.736157,2.475315,-0.065995,0.511404,-0.151879,0.224058,0.106635,-0.002907,-0.042329,-0.078783,-0.132849,-0.110959,-0.052944,-0.049333,1367.716049,0.454321,911.236481,60.670276,1.0,66.964756,0.448003,-0.017839,0.150459,girls
gXO6upZqhNc,0.884833,2.749967,2372.858734,4.144653,105.304935,0.092537,3.538631,3021.482277,0.491672,3179.90326,2.068957,9.24657,9736.829405,5761.73029,0.786305,0.118201,51847.226139,0.607076,2.188857,-0.103388,0.412337,0.164842,-0.05557,0.166121,0.005414,0.028306,0.131513,0.020167,-0.061392,0.023969,-0.010299,1636.732348,0.52381,866.443915,62.57592,1.0,66.739966,0.446523,-0.038217,0.155879,no actors
gZwHQ9CGyJY,0.850596,1.484066,1438.901138,4.221301,124.233855,0.101231,1.377214,3095.81308,0.565205,3130.925387,1.926341,8.140995,9654.530026,5813.634411,0.798427,0.124513,35179.987643,0.575411,1.544178,-0.267998,0.540263,-0.06896,0.034112,0.049742,0.013846,0.06707,0.060294,0.088762,0.009598,0.066795,-0.009165,1695.433333,0.499167,801.600432,64.599013,1.0,70.176095,0.500037,-0.001105,0.162654,boys
gcDAsT49EbI,0.944127,3.988047,1769.942942,4.614007,127.732379,0.0715,2.540463,2432.864348,0.420254,3027.971322,2.349901,10.803425,8927.649886,4903.373804,0.771168,0.108994,34389.329991,0.443356,2.316196,-0.114861,0.454553,0.191095,0.084113,0.06282,-0.021965,0.088108,0.025342,0.047448,-0.006358,0.020547,0.03526,1136.149068,0.491925,862.174264,55.54541,1.0,64.423277,0.422762,-0.018722,0.159916,no actors
gmKuMXGtLiU,0.947463,3.576211,1722.899122,4.092395,126.229119,0.063652,6.207968,3386.377496,0.549426,3511.758048,1.507079,5.446892,10853.23217,6908.232731,0.822742,0.133396,41431.314436,0.621531,1.639202,0.11613,0.354758,0.073504,0.14087,0.060802,0.090064,-0.040381,0.071511,-0.046902,-0.022355,0.00581,0.016994,1811.023316,0.454663,941.756025,59.499226,1.0,65.919852,0.398777,-0.018757,0.152625,no actors
gtwklqUz1UY,0.936618,4.661019,3549.106521,4.595527,133.339147,0.072792,3.234422,4250.187259,0.633923,3763.957736,1.12669,4.460397,11776.558908,8357.451403,0.823774,0.148087,39095.044686,0.637533,0.865047,0.031213,0.316197,-0.167179,0.087033,0.145552,0.075661,0.077292,0.00231,0.030535,0.028695,0.002544,0.051302,2421.596361,0.511166,862.76885,57.84883,1.0,66.723522,0.454957,-0.008657,0.167934,no actors
g0DI5tPiPPM,0.937355,3.444146,1480.718679,4.220332,127.94951,0.072519,2.368117,4178.3996,0.557107,3950.556517,1.309835,5.272708,12095.824054,8449.799964,0.796974,0.149786,20057.767137,0.820289,1.820507,-0.064722,0.46064,0.395936,-0.109714,0.173312,-0.169719,0.059559,0.022981,0.013372,-0.010676,-0.089846,-0.115158,2373.055046,0.46055,964.44774,62.542094,1.0,67.313042,0.377524,-0.012122,0.162421,girls
hAiBmTJhhJs,0.9321,4.613444,1803.152548,4.3478,136.027423,0.068118,3.305766,2937.591196,0.477724,3319.451015,1.814271,7.416526,9872.952056,6008.303081,0.767366,0.118892,20458.445767,0.578419,1.413686,0.485105,0.614844,0.172261,0.41685,0.35214,0.168478,0.063178,0.012891,0.215078,0.056801,0.027801,0.143448,1244.911067,0.477273,899.502296,52.543002,1.0,61.259068,0.396411,-0.028712,0.156111,mixed
hEIrqBhIbmk,0.933931,3.419796,1749.89761,4.060663,112.675874,0.062179,3.458837,3208.362496,0.530986,3448.609491,1.661488,6.344312,10531.032308,6487.803141,0.803565,0.134159,34520.748076,0.5827,1.538192,0.169467,0.779174,0.108019,0.097744,0.148156,0.149555,-0.009205,0.053031,0.108499,0.11599,0.129626,0.091261,1637.723157,0.514877,875.312685,52.216356,1.0,62.975343,0.533319,-0.007219,0.146541,boys
hFcYHGRWPCY,0.896529,1.615902,2675.101336,4.008717,129.784984,0.080521,4.082127,3918.854983,0.524339,3975.495533,1.207157,4.253635,12056.911899,8475.92092,0.80165,0.153868,36375.928629,0.787938,1.774211,0.651496,0.323989,0.244158,0.319219,0.23088,0.010842,0.090986,0.022036,0.013303,0.074768,0.050949,0.021727,1861.263941,0.486989,839.987851,58.945959,1.0,63.864619,0.431235,-0.015812,0.158731,mixed
hNEvIimRhe8,0.887756,4.198079,1497.281571,4.157929,117.887997,0.079426,4.447418,3611.640962,0.579094,3613.025363,1.423663,5.237229,11114.703085,7355.016976,0.820174,0.144807,27050.232215,0.632012,1.232277,0.002624,0.357785,-0.124742,0.283568,0.071428,0.075968,0.035612,-0.09494,0.085671,0.033807,0.046043,0.055943,1771.835317,0.558532,973.685008,62.132442,1.0,68.000798,0.45512,-0.012249,0.156782,boys
hS3bS7GksVk,0.800526,5.016426,1293.26935,4.509448,119.96217,0.131529,2.321915,2849.163156,0.530847,2927.300592,1.927156,8.668586,8856.28153,5423.612471,0.793576,0.108748,26110.809656,0.460381,1.734325,0.166934,0.724239,0.064172,0.24886,0.035819,0.102702,-0.033564,0.036696,0.01332,0.033931,-0.036214,0.004733,1441.29771,0.552163,771.734615,58.754,1.0,65.500279,0.476017,-0.008513,0.149109,boys
hgORULxqBqU,0.948613,4.381551,1921.766843,4.414988,128.104478,0.070722,6.040232,3418.337432,0.530698,3579.702856,1.502017,5.597792,11006.021398,6979.454945,0.80162,0.140256,34155.39162,0.709848,1.569439,0.315032,0.590082,0.29569,0.131206,0.070107,0.027728,-0.102712,0.024792,0.049502,0.021281,0.095969,-0.041836,1701.539225,0.457795,925.012186,58.81079,1.0,65.092425,0.460742,-0.015481,0.1572,mixed
hrpsvMHAkDI,0.936131,3.82499,2263.579017,4.146342,123.713986,0.075161,4.53079,3559.026771,0.568581,3507.61619,1.477381,5.704047,10822.84584,7103.405571,0.81758,0.1341,50610.913109,0.625195,1.558366,0.031351,0.168884,0.149232,0.109936,-0.142317,0.091639,-0.047013,-0.093388,0.030683,-0.082184,-0.015712,0.060208,2085.777202,0.506477,932.009744,56.144683,1.0,65.88605,0.487914,-0.013502,0.157106,boys
hsKRQfwRRSI,0.803181,5.089419,2451.171424,4.33043,116.473625,0.08119,2.510869,2365.041763,0.424637,2987.78085,2.335858,11.079321,8556.966961,4809.499174,0.755297,0.10468,33540.926278,0.415,2.07435,0.061426,0.730945,0.099588,0.366978,0.133864,0.157618,0.068356,0.073462,0.107639,0.011313,-0.053212,-0.024263,981.944444,0.440972,649.663965,56.172677,1.0,63.139428,0.500511,-0.000245,0.165764,no actors
htMLdB-qYr0,0.815657,4.05249,2807.000184,4.199729,115.784422,0.107212,2.077957,3819.580241,0.56954,3434.29671,1.38933,5.93023,10546.575039,7312.165003,0.781517,0.124101,31276.417938,0.484201,1.738051,0.21547,0.253994,0.433764,-0.067175,0.030874,-0.328369,-0.042982,-0.136193,-0.152503,-0.078319,-0.180686,-0.143405,2243.326923,0.596154,853.989114,65.363222,1.0,69.120933,0.451531,-0.01732,0.168987,mixed
hxpeslOcIIA,0.85424,2.182049,2031.251766,4.086581,120.53847,0.104865,2.53853,2924.727983,0.445536,3353.585367,1.943601,7.74227,10221.663019,5816.444875,0.760811,0.114179,13044.849401,0.781742,2.51762,-0.027374,0.74955,-0.053217,0.221772,0.101216,0.15597,0.164561,0.086471,0.068321,0.045652,0.117667,-0.063034,1424.536785,0.538147,877.882455,59.949892,1.0,65.336813,0.432443,-0.017154,0.162847,girls
h0TPYyam0-c,0.930508,3.124328,1961.260785,4.087596,154.047966,0.116585,3.093696,3782.608252,0.580622,3915.550745,1.200716,3.846764,11811.165407,8510.554552,0.815948,0.125615,23276.599017,0.563758,1.545825,0.198208,0.726868,-0.112513,0.273476,0.007216,0.192131,0.062349,0.030718,0.060905,0.004057,0.078607,-0.078583,1898.29932,0.517007,695.836432,55.699055,1.0,64.680604,0.629179,0.026414,0.143219,no actors
iAdS053L7L0,0.938045,2.83646,2104.855002,4.345793,169.61988,0.070461,6.019387,2859.217606,0.504758,3082.689049,1.776331,8.349142,8864.241223,5949.436912,0.796681,0.110965,31038.095616,0.419579,1.516827,0.005692,0.435509,0.009983,0.3669,0.136687,0.233863,-0.104601,0.158973,0.152545,-0.012129,0.081075,0.069779,1382.036906,0.58907,723.335027,48.811978,1.0,61.903159,0.532096,0.034514,0.171475,boys
iD1Eac2X6A4,0.910605,5.65907,2494.601287,3.999472,124.112231,0.087416,4.235984,4825.487517,0.743912,3893.306998,1.026096,3.847118,12618.997495,9133.207124,0.861284,0.171615,72650.040703,0.692439,0.668291,-0.312171,0.355092,-0.089644,0.041719,0.044971,0.005295,-0.012797,-0.09676,-0.098659,0.000763,-0.069132,0.008391,3475.34282,0.495472,937.293357,67.833678,1.0,72.197787,0.537118,-0.009274,0.148123,no actors
iQF1XSOxHcs,0.9072,3.311462,2624.700938,3.976424,118.241272,0.091954,3.267835,3233.022098,0.533664,3391.717844,1.699075,6.511734,10521.463461,6504.927332,0.800844,0.13235,30769.595268,0.807193,1.544251,-0.168417,0.226836,-0.053726,0.030207,-0.030531,0.015756,-0.056208,0.038646,-0.033401,0.017927,-0.006992,0.025303,1624.309524,0.536905,912.083623,64.388889,1.0,68.247403,0.415347,-0.018238,0.162309,mixed
ijHYsEGGRRY,0.945704,3.725637,2493.961272,4.088155,114.420033,0.063478,5.572399,2776.952475,0.45322,3106.506288,2.14096,10.261541,9216.012558,5520.308942,0.767327,0.105365,50927.374927,0.54122,2.02584,0.272114,0.61637,0.058073,0.152008,0.284972,0.099389,0.033883,-0.013832,0.049937,-0.009353,-0.004056,0.05668,1354.091653,0.494272,882.482821,50.540026,1.0,61.846348,0.372082,-0.015863,0.170558,mixed
ipvWSzXXN14,0.946262,5.676027,3499.820592,4.822901,141.152325,0.073026,6.003608,2949.172832,0.449741,3403.429217,1.958616,8.176402,10112.27889,6044.043764,0.766161,0.123059,27081.6446,0.695799,2.217967,0.045706,0.455949,0.169743,0.320541,-0.006711,0.179678,0.086797,-0.018305,-0.074489,-0.023542,-0.014288,0.036386,1337.940762,0.51622,747.723663,53.690039,1.0,62.799352,0.507945,-0.022499,0.147574,girls
isykm48MUPM,0.838868,2.903573,2650.718203,4.376868,128.724205,0.093333,2.757102,2316.500943,0.3808,2998.637509,2.735759,17.098776,8197.135982,5211.409086,0.743533,0.105167,20589.017783,0.376613,2.199611,0.030513,0.650402,0.037151,0.152171,0.067094,0.153845,0.018548,0.080109,0.05935,0.116566,0.014252,0.017776,784.101655,0.552009,477.950549,48.964052,1.0,60.732973,0.570112,-0.019496,0.144237,boys
iwMf1aU3h2Q,0.834171,3.99818,1788.345025,3.963064,108.094309,0.099926,3.864358,3101.679354,0.495615,3333.757731,1.970976,8.830264,9894.870082,6218.446159,0.771707,0.117548,8520.306677,0.711091,1.801877,-0.231247,0.458502,-0.131003,0.054186,0.018158,0.11704,-0.038891,-0.148783,-0.052308,-0.035201,-0.056071,-0.031515,1505.080946,0.610212,860.35389,67.5327,1.0,70.289679,0.430048,0.001275,0.149324,girls
ixaVqD1Yzls,0.931021,5.64184,1358.617704,4.403454,138.010544,0.091474,2.282463,2897.779339,0.577306,2955.106327,1.942934,8.808003,9008.922134,5563.180141,0.809795,0.109655,41751.12742,0.481702,1.534355,-0.297851,0.82606,-0.165492,-0.059361,0.042497,0.164195,0.136674,0.169526,-0.08819,0.047479,0.158954,0.10926,1696.449864,0.570912,777.698377,53.420884,1.0,65.689638,0.542547,-0.019563,0.147762,boys
izuCJwPgG-Q,0.907889,4.025846,2071.918731,4.472086,111.227357,0.08449,3.316892,3471.924784,0.503893,3742.544382,1.549642,5.522282,11560.802803,7339.894325,0.795589,0.143703,9386.941546,0.859709,2.045676,0.13646,0.438771,0.012669,0.196424,0.08739,0.06055,-0.13081,0.0318,0.089091,0.149101,-0.007544,-0.040105,1627.36692,0.497148,928.433462,62.358052,1.0,67.323471,0.405644,-0.022972,0.15445,mixed
i2-2px8n-64,0.942378,5.71836,2302.315686,4.223964,118.558681,0.072162,2.659681,4023.474487,0.650572,3616.225688,1.131263,4.268769,11300.697899,8051.805782,0.83967,0.13062,39280.348657,0.681738,1.003073,-0.125943,0.372364,-0.058968,0.112486,0.125392,0.111027,0.081462,-0.017022,-0.030885,0.055349,-0.002093,-0.001035,2369.028497,0.48057,865.134091,58.957055,1.0,68.468953,0.516341,-0.010793,0.145217,no actors
i7zsJj3XgBc,0.913051,1.322725,3149.343205,3.924056,127.764998,0.069818,4.082248,3123.644046,0.534413,3109.098225,1.96794,9.093157,9430.773926,5822.452799,0.777292,0.1146,27090.439873,0.918132,1.781881,-0.232903,0.684976,0.047447,0.154455,0.108294,-0.058263,-0.184778,-0.061813,-0.158753,-0.186021,-0.014521,-0.061736,1784.668367,0.441327,983.773703,67.015609,1.0,69.608227,0.368969,-0.016254,0.145534,mixed
jBIWrAAq-3Q,0.897763,4.188351,1680.421422,4.831456,118.278962,0.064355,2.43085,4558.911134,0.572595,4456.167767,0.853137,3.052566,12964.379883,10003.886719,0.816144,0.170791,15994.34987,0.461971,1.421213,0.456199,0.668617,0.200672,0.287802,0.076168,-0.062597,0.112876,0.09144,0.003762,-0.065085,-0.001813,0.007307,2113.265583,0.594851,671.8925,51.950802,1.0,61.667387,0.416473,-0.026774,0.175371,boys
jEtrbjHaZc8,0.911911,5.903176,2142.901958,4.65871,168.623344,0.094602,1.774802,2485.981374,0.428981,3106.314196,2.053423,8.48847,9202.048419,5339.616935,0.776265,0.104367,18270.35696,0.418771,2.223177,0.138964,0.523987,-0.04006,0.093687,0.009774,0.008009,-0.008588,0.116806,0.085356,0.007381,-0.021221,0.007607,1021.849866,0.636282,591.41623,50.825675,1.0,62.743464,0.567701,0.014096,0.135324,boys
jJc3CUlCiOo,0.955452,3.413392,1340.958715,4.261042,114.427886,0.075438,3.793353,3449.962811,0.548441,3493.605151,1.477989,5.570857,10658.274848,7032.023886,0.809613,0.13325,34090.957939,0.769552,1.577236,-0.042406,0.45058,0.019707,0.149385,0.195947,0.002799,0.131002,-0.043825,0.064139,0.05678,0.035571,0.02579,1764.462457,0.467577,948.858671,59.065013,1.0,65.675836,0.422663,-0.025409,0.155843,boys
jNW2XxPUDqc,0.890238,3.517151,2703.288802,4.660183,114.9264,0.082558,4.728628,3188.840022,0.544436,3157.723181,1.985239,9.780574,9407.545628,5933.475521,0.743875,0.116816,13723.023767,0.816057,1.301275,0.059044,0.387676,-0.332333,0.250581,-0.264931,-0.062637,-0.224019,-0.129196,0.080954,0.173246,0.115069,0.106083,1737.02458,0.500647,958.556922,68.995916,1.0,70.525785,0.423894,-0.004586,0.162876,girls
jYnVugDxErs,0.938887,3.826378,1907.647305,4.574058,114.637727,0.083385,4.100716,4531.933386,0.625467,4012.204043,0.931729,3.765904,12088.938643,9049.382106,0.82472,0.146113,44393.876899,0.683094,1.580353,0.217849,0.732025,-0.021335,0.184983,0.108809,0.076443,-0.070778,-0.013648,-0.069918,0.089703,-0.057498,-0.006309,2752.216216,0.481081,897.625434,59.110163,1.0,66.247209,0.570262,-0.017981,0.160704,mixed
