stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_skewness_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_peak_PeakMagMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
S2JB2aZDdgg,0.889468,4.391883,4274.968201,4.358132,133.15987,0.080402,2.97062,3700.428884,0.551856,3930.292427,1.3109,4.424677,11939.945409,7991.956167,0.805239,0.159353,13870.10098,0.541082,1.289686,-0.100045,0.088031,-0.06437,0.202719,-0.188785,0.077962,0.01508,0.075451,-0.006839,0.044643,0.020069,0.013064,1340.644628,0.538843,782.456942,56.348383,1.0,66.514691,0.458191,-0.026197,0.148828,no actors
S6qGevXNPaw,0.879375,2.72506,1507.394633,4.186863,117.847214,0.099292,4.671443,2985.622936,0.507779,3226.577211,1.887054,7.524926,9892.198929,5968.006716,0.785143,0.115138,21001.364632,0.770966,1.83916,-0.16843,0.348031,0.059762,0.008955,0.149985,0.070254,-0.000734,0.051407,0.068829,-0.00861,-0.007794,0.028378,1478.34817,0.514342,940.365022,61.062896,1.0,67.246991,0.425911,-0.021606,0.138731,mixed
S8Sob8gzlUg,0.89065,2.535503,2439.019791,4.658296,120.10779,0.10664,2.482463,3166.289996,0.492186,3486.355247,1.729249,6.632247,10640.129411,6480.130607,0.776836,0.12752,18844.333274,0.720748,1.99417,0.124241,0.56697,0.320401,0.110965,-0.062592,0.065022,-0.004098,-0.009435,-0.081316,-0.094833,0.087461,-0.013301,1511.391162,0.546645,811.626601,62.179337,1.0,66.663361,0.437717,-0.00838,0.164592,boys
TFHBEkqysRU,0.960385,2.389102,1412.74001,3.91215,127.52245,0.082726,5.235878,3357.68036,0.636743,3247.607698,1.390167,5.33237,10050.154717,6721.565651,0.830336,0.118591,38773.465792,0.429929,0.744139,-0.235845,0.653399,0.055105,0.241607,0.19882,0.280117,-0.038417,0.284772,0.112352,0.199938,-0.059307,0.006877,1800.275545,0.535017,727.009774,48.254206,1.0,63.352432,0.554455,-0.039593,0.132591,boys
THOQ7SmlwJc,0.8429,4.015024,1681.799588,4.585532,136.241062,0.165484,2.265717,3314.740357,0.519985,3577.494615,1.711954,6.813164,10867.349388,6941.253982,0.787455,0.141078,24237.307944,0.565449,1.45072,-0.309771,0.147737,0.050698,0.161861,0.09717,0.022461,-0.035389,-0.083265,-0.043997,0.058336,0.027668,0.1107,1398.168317,0.589109,687.695408,63.157639,1.0,67.104411,0.45858,-0.017057,0.152279,mixed
TLdsiPBq3IE,0.919232,4.049336,2246.305666,4.341831,111.960921,0.079143,5.871028,3867.468685,0.568744,3630.35323,1.303816,5.007544,11354.681396,7697.88208,0.810876,0.132081,48275.438126,0.790986,1.642363,0.542167,0.530216,-0.044215,0.114828,0.053631,-0.01084,0.108447,-0.135751,-0.074178,-0.050852,-0.021344,-0.062694,2108.036007,0.405892,969.104662,59.090318,1.0,65.771211,0.459114,-0.010466,0.144956,mixed
TjHHKNWKMPE,0.861315,3.615886,1845.89761,4.074175,126.845794,0.079504,2.406658,2675.691092,0.431822,3371.075493,1.944977,7.869703,9852.040507,5951.112911,0.766789,0.12425,24543.294239,0.381642,1.733536,0.257631,0.475176,0.078072,0.146659,0.052907,0.067089,0.039024,0.078742,0.033951,0.022864,0.025589,0.036509,936.172389,0.496713,708.186884,50.648284,1.0,61.599752,0.409456,-0.019386,0.179675,no actors
Tk7PvxU93oA,0.915907,5.234529,2979.842313,4.131232,121.656355,0.081528,3.827139,3205.033922,0.590171,3140.577999,1.723883,6.996744,9721.133156,6243.059162,0.789597,0.108493,37746.538815,0.808311,1.406779,-0.223734,0.257109,-0.047752,-0.125524,-0.179052,-0.035282,-0.188211,0.027299,0.040583,-0.086044,-0.076588,-0.006483,2005.862069,0.471264,930.868202,71.773142,1.0,72.428262,0.489566,-0.021102,0.164791,mixed
Tubf9a3Asxw,0.827882,3.960936,2541.765025,4.307474,120.050482,0.094795,2.70112,4675.614653,0.648568,3858.693497,1.038815,4.626588,12080.786425,8879.851409,0.836039,0.157081,35627.00392,0.461878,1.188467,0.444034,0.532616,0.319139,0.095595,0.205202,0.030653,0.141217,0.05029,0.040155,-0.002835,0.008499,0.03221,2805.657216,0.551546,928.581149,62.242582,1.0,66.300348,0.390422,-0.008326,0.161901,mixed
Tv-pC4g9Tp8,0.912443,4.336255,2848.047905,4.633842,128.004079,0.086353,2.999809,3845.776113,0.607942,3563.164281,1.404263,5.797975,11195.675564,7558.55855,0.822441,0.136778,41692.525218,0.68463,1.431024,0.051971,0.507759,0.193186,0.115145,0.195381,-0.055229,0.024988,0.03912,-0.044696,0.071012,0.111331,-0.04235,2261.637717,0.478908,962.798987,62.603922,1.0,67.852042,0.446213,-0.003503,0.15949,boys
T6oQFzxk8HU,0.910933,2.613712,1016.22837,4.063142,139.832191,0.075505,3.301876,2926.828497,0.471098,3514.11399,1.824441,7.037628,10540.082526,6515.418555,0.784135,0.127091,23700.514683,0.755198,1.966252,0.240199,0.614483,-0.095299,-0.104657,-0.108241,0.071707,0.018636,-0.038163,-0.096171,-0.05491,0.001042,0.039569,1221.824629,0.373952,602.456315,55.13029,1.0,63.713775,0.543983,0.002319,0.120394,boys
UZCoc30OxOE,0.902873,3.871664,2942.302743,4.116391,112.193238,0.084016,3.585052,3548.204529,0.508597,3803.626591,1.495032,5.360892,11512.205997,7512.710669,0.78,0.143986,11948.731577,0.792625,1.496072,0.003827,0.097724,-0.123104,0.211616,-0.167336,0.010358,-0.19863,-0.150495,-0.04485,0.114952,0.174631,0.122667,1493.692115,0.548185,897.930261,63.056915,1.0,67.635281,0.432103,-0.019348,0.166758,mixed
UZI85fGTuAM,0.94631,2.823545,1521.24734,4.004063,118.565703,0.073831,5.156389,3334.666844,0.541634,3567.988344,1.473235,5.297768,10871.918961,7052.89006,0.807331,0.13944,29848.643663,0.689418,1.485122,0.444263,0.759386,0.330712,0.076984,0.109945,0.003453,-0.027899,0.066895,0.030326,-0.011433,0.074618,0.054382,1509.824561,0.45614,837.090867,54.07184,1.0,62.50211,0.418748,-0.008556,0.152855,boys
Uyp8N1f5Hrg,0.95471,4.155662,1398.974498,4.599259,126.047279,0.076934,3.445615,3462.863036,0.66991,3079.721079,1.422071,5.714009,9739.258786,6557.028288,0.838705,0.115293,60103.929027,0.583424,0.890948,-0.180329,0.692497,-0.232886,-0.102723,0.06208,0.067901,0.132726,0.140811,0.049704,0.017537,0.050494,-0.080317,2278.644214,0.477547,892.027815,58.483718,1.0,68.415898,0.468323,-0.013537,0.154719,boys
U8w09p6T8r4,0.928897,4.219687,2171.423,4.052487,143.155028,0.072469,4.066404,2559.344802,0.483353,2878.517182,2.405326,12.304552,8244.515499,5024.105343,0.769722,0.100451,33014.243775,0.513536,1.968841,-0.260062,0.787278,-0.099117,0.317926,-0.007084,0.286972,-0.182895,-0.017776,0.074144,0.009974,-0.050495,0.008212,1378.068783,0.459436,692.670476,55.982174,1.0,64.744679,0.50508,-0.027303,0.142744,mixed
U84RMyBtFak,0.914751,3.982649,2499.172845,4.721473,109.557004,0.083778,4.072518,3207.681674,0.550619,3418.74961,1.834424,7.154545,10590.318549,6311.638949,0.80249,0.12939,41451.617609,0.582164,1.806418,-0.186242,0.669939,0.113811,0.020658,0.21162,-0.12344,-0.004636,0.067562,-0.050361,0.012258,-0.075055,0.048546,1758.617284,0.47037,897.064921,60.819512,1.0,67.167513,0.487744,-0.023254,0.159016,no actors
VFXSd8qc7Xk,0.937268,3.988169,3127.674803,4.833352,118.749453,0.073644,4.72038,3897.472829,0.608259,3469.370421,1.358597,5.555619,10951.932277,7378.025424,0.820197,0.13534,62856.460792,0.666677,1.328605,0.193595,0.373739,-0.088727,-0.043906,0.312761,0.083898,0.157714,0.032054,-0.058302,0.015173,-0.034725,-0.165321,2287.704715,0.480149,999.730671,61.591176,1.0,67.421433,0.406075,-0.017252,0.159848,mixed
VIqv8YRVDuY,0.897346,3.40924,2242.886467,4.059488,109.434798,0.098714,3.222987,3210.39623,0.509572,3437.940755,1.838364,7.47732,10589.267578,6429.65332,0.787894,0.126109,30580.257354,0.728789,2.030118,-0.105393,0.502926,-0.030766,0.18174,-0.102041,0.163139,-0.019435,0.085067,-0.077396,0.081444,-0.035373,-0.004138,1679.281915,0.522606,920.938985,63.725824,1.0,68.378969,0.499105,0.014278,0.157897,girls
VLM53mDZT4U,0.931066,3.663273,2858.571512,4.318732,113.018553,0.087468,3.530021,3463.858878,0.534817,3663.274403,1.471258,5.461595,11066.510225,7252.419003,0.802917,0.140592,31439.639145,0.643859,1.618616,0.036706,0.358849,-0.016342,-0.050869,0.204902,0.070559,0.030908,0.14098,-0.070677,0.033599,0.034812,0.061656,1574.07225,0.461412,842.788345,58.67601,1.0,66.565084,0.40234,-0.014811,0.169692,boys
VhOKmLf9JY8,0.916488,4.058546,1938.543746,4.158725,125.722265,0.078806,5.06034,3193.186351,0.478049,3606.453633,1.841142,7.015204,11135.382556,6577.881537,0.786321,0.137339,25572.537779,0.76121,2.446132,-0.1775,0.449158,0.201486,-0.134396,0.22218,-0.143281,0.065631,0.053043,0.100365,-0.001048,0.010279,-0.077328,1554.287565,0.512953,970.163234,61.712442,1.0,67.034314,0.452382,-0.01503,0.154538,mixed
V5-Q-DY8WFM,0.917993,3.094061,922.349558,4.421579,125.616015,0.103214,2.661513,3844.47721,0.554328,4025.550138,1.243016,4.022574,12180.887546,8522.632168,0.826248,0.150244,25338.7661,0.616134,1.849986,0.18137,0.470787,0.214233,0.227116,-0.031287,0.014901,-0.145085,-0.057554,-0.183363,-0.072419,-0.094074,-0.002093,1944.088006,0.595458,739.425825,62.679387,1.0,67.403765,0.586782,-0.036265,0.136788,mixed
WXom9NTISb8,0.960604,5.032868,1713.707736,4.576291,140.474379,0.069218,5.45015,2079.847557,0.389935,2680.020785,2.78561,15.930205,7313.600165,4330.715347,0.756412,0.088014,33183.954629,0.38764,2.509914,-0.565784,0.361915,0.05506,0.116034,0.015282,0.23297,0.14458,0.079871,0.072679,0.097112,0.041579,0.043714,874.583333,0.527778,691.992342,49.141351,1.0,62.533921,0.38582,-0.023182,0.160058,boys
WYtavoRz-Jc,0.879769,3.633629,1432.865711,4.449432,109.761425,0.108738,2.022804,2951.589343,0.519516,3128.696332,1.729966,7.300192,9368.095695,5903.339676,0.794175,0.11741,24887.986641,0.576088,1.545683,0.237371,0.570157,0.126424,0.095722,-0.005345,0.189834,0.031624,-0.000568,0.124622,0.03883,0.036416,0.164536,1495.338107,0.571201,825.218282,54.35169,1.0,63.832974,0.421095,-0.022759,0.158137,mixed
WZr7t3DXYsA,0.969109,4.530154,2508.6849,4.144714,124.4554,0.058188,5.290034,4218.612569,0.561075,4062.987237,1.144712,4.383361,12268.381471,8733.91199,0.816058,0.155026,37354.148876,0.675322,1.593528,0.705557,0.296316,0.037974,0.044563,-0.000127,0.035255,-0.149258,-0.029654,-0.099121,-0.164222,-0.051461,-0.054068,2179.793014,0.442432,859.939981,59.054109,1.0,65.583031,0.525019,-0.001914,0.147304,girls
WiZbb-QOStc,0.946678,3.668077,2490.045101,4.881464,125.267025,0.072567,3.228953,2797.588972,0.371537,3420.721946,2.144497,9.436619,10248.385696,5432.433378,0.717957,0.114177,28814.775292,0.76784,2.455646,0.474391,0.656195,0.3223,0.236548,0.310413,0.079144,0.0782,0.034453,0.14088,0.123204,0.055004,0.142906,1202.26601,0.453202,770.338331,54.378748,1.0,60.8902,0.435493,-0.012945,0.155348,girls
WkkrKcyoiA4,0.867385,3.440506,2804.761996,4.482765,115.210073,0.096744,3.66861,3409.437739,0.503672,3549.77664,1.6245,6.332092,10826.518301,6916.347438,0.784156,0.1331,16032.728654,0.635185,2.057246,0.297752,0.508205,0.143186,0.025203,0.375222,-0.010418,-0.18648,-0.182564,-0.150313,-0.06803,-0.111596,0.061755,1721.428571,0.550493,929.50776,63.208759,1.0,66.80195,0.437095,-0.017374,0.161163,mixed
WnkUUi5AwQo,0.915199,4.118832,3245.832579,4.110882,134.504011,0.0925,1.092111,2967.094254,0.474559,3407.151841,1.544725,5.277338,10260.36457,6697.911445,0.786288,0.114337,12216.36806,0.561633,1.926459,0.103228,0.203501,-0.068277,0.03851,0.051817,-0.03653,-0.075395,-0.052608,-0.169094,-0.009271,0.001247,-0.033039,1199.72093,0.454264,647.014227,63.251247,1.0,67.378081,0.534625,-0.011777,0.135362,girls
WroQbOL8Vpw,0.932365,3.122497,2042.056493,4.057784,129.356296,0.079126,3.506494,3806.499757,0.55306,3679.105465,1.37791,5.515807,11344.59711,7547.860553,0.789609,0.129702,24036.44411,0.84724,1.493148,0.626746,0.664042,0.021851,0.216266,0.050966,0.180206,0.081701,-0.032152,-0.040271,0.04225,-0.051667,-0.029917,2086.378467,0.464927,909.278957,61.261042,1.0,65.202968,0.464117,-0.029632,0.15031,girls
W8z5glKz39Y,0.937229,5.661463,1341.723793,4.331251,146.341965,0.078811,3.116442,3904.102612,0.670025,3633.751912,1.380016,5.074611,11481.818085,7634.815807,0.842626,0.143819,43333.066952,0.659636,1.074266,-0.165815,0.993943,-0.081298,0.044286,0.123297,0.061757,0.204134,0.12114,0.155935,0.088817,0.014413,0.114024,2459.846939,0.528912,910.996748,56.152072,1.0,66.630306,0.512825,-0.009552,0.149638,boys
XDf_J2ajI7Q,0.905959,3.431667,1309.555429,4.416904,134.272294,0.088358,2.822417,4239.329173,0.620838,3763.075595,1.148042,4.497423,11765.210592,8297.413046,0.825946,0.143659,29768.081458,0.639012,1.321944,-0.116293,0.071207,-0.028743,0.09564,0.041641,0.033334,-0.187791,-0.03432,0.069005,-0.026232,0.027154,-0.002183,2676.171096,0.553987,977.26768,62.858263,1.0,68.398216,0.436577,-0.024666,0.174693,mixed
XF6lXzF4ltI,0.875945,3.992483,2328.370983,4.089091,122.922444,0.096364,2.967361,3896.160019,0.613444,3694.907449,1.389435,5.052317,11722.023519,7670.463053,0.814657,0.153978,13346.481343,0.858576,1.015955,0.171475,0.439065,-0.111805,0.292713,-0.098293,0.153506,-0.10448,-0.050371,-0.069929,-0.050591,-0.00393,0.050528,2090.959079,0.529412,956.044894,67.234868,1.0,70.260369,0.417384,-0.014643,0.168514,boys
XG7tiYSHwTo,0.916328,5.163053,2892.737442,4.14851,123.219061,0.080753,3.479581,3434.978587,0.565858,3549.754534,1.613322,6.097172,10979.567462,6919.928637,0.813577,0.13909,31832.014398,0.613586,1.675442,-0.171735,0.589262,-0.07475,0.100757,0.004953,0.064968,0.013194,0.013481,0.060159,0.018336,0.007655,0.025391,1866.558862,0.505821,800.143801,57.866769,1.0,66.785956,0.51468,-0.012337,0.144275,no actors
XH_NDgm16Ws,0.916385,3.804058,1726.021332,4.726373,115.246837,0.077206,1.489391,2269.581631,0.388338,3092.799749,2.480307,12.534789,8879.395235,4937.691724,0.741308,0.107459,20109.915651,0.410082,2.152308,-0.1266,0.389982,0.070694,0.284899,0.101876,0.094577,0.110513,0.144095,0.090037,0.076662,0.049,-0.012015,859.032567,0.522989,672.411505,49.544906,1.0,61.08349,0.476974,-0.02904,0.167524,no actors
XQ6Cm2sXveU,0.851729,3.524036,1685.274894,4.352201,126.906206,0.097632,3.28024,3894.596856,0.630911,3575.491943,1.318961,5.279073,11162.896729,7521.844482,0.826265,0.144492,17120.767961,0.597937,0.86048,0.376922,0.739429,0.194127,0.310821,0.038673,0.083187,-0.08441,0.041617,0.112117,0.001426,0.049124,0.055845,2210.236887,0.619289,939.864707,60.903923,1.0,66.483537,0.452146,-0.013202,0.161203,boys
XRclPERrLVc,0.902585,1.613665,2804.407281,4.029945,135.375782,0.093441,3.270831,3504.294465,0.523126,3806.545179,1.552695,5.568859,11755.791697,7389.624586,0.802161,0.14336,29915.883027,0.566724,1.717798,-0.085839,0.472446,0.047596,0.095672,0.153107,0.045654,0.032645,-0.032868,0.044336,0.068014,0.022175,0.083693,1593.891566,0.53494,920.759892,63.536016,1.0,67.5244,0.414791,-0.012691,0.161965,boys
XUpgpnqB5RA,0.924076,4.152768,1599.554435,4.026709,128.355974,0.087576,2.668342,3093.568594,0.524716,3397.071833,1.653879,6.324183,10282.471658,6461.947953,0.805722,0.12516,22563.978391,0.596993,1.669272,-0.052136,0.340529,0.106224,-0.031316,0.071043,0.071666,0.120023,0.022946,0.06728,0.087268,0.181167,0.089836,1479.614243,0.591494,811.08446,54.412779,1.0,65.551931,0.520593,-0.017242,0.145525,boys
XcdNtsFiLi4,0.898931,4.272724,4397.790937,4.204488,119.016544,0.09262,3.994588,3467.586898,0.557858,3651.308006,1.553469,5.744965,11186.391357,7160.691742,0.776229,0.122251,17197.533298,0.856391,1.147118,-0.040098,0.271826,-0.023404,0.224134,-0.11917,-0.056617,-0.096315,-0.080938,-0.035467,0.056186,0.026371,0.078856,1649.852217,0.536946,924.768722,69.353771,1.0,69.269952,0.451258,-0.018995,0.162704,girls
Xh-dQTJAaqE,0.937231,3.26821,2366.357501,4.350932,129.612659,0.064537,5.07581,4034.465891,0.613931,3737.468102,1.163115,4.183678,11615.389437,8079.662426,0.837675,0.151268,37343.53884,0.753895,1.2394,0.342257,0.311841,0.011102,0.000431,0.097642,0.103092,0.104997,0.070118,0.007536,0.049126,0.027568,-0.008433,2221.764706,0.44806,913.918488,61.693653,1.0,67.07726,0.421933,-0.00694,0.1618,mixed
XiHahyPA14A,0.960076,3.874486,1477.551528,4.206856,131.619749,0.069412,4.020426,2252.820224,0.364811,3034.223513,2.52556,11.359059,8856.67766,4488.773292,0.74543,0.104341,25577.92126,0.530197,2.647171,0.088814,0.792002,0.130421,0.197777,0.150049,0.110698,0.07606,0.052404,-0.002467,-0.058378,-0.029378,0.06751,913.570191,0.478336,833.983005,54.215186,1.0,61.891301,0.402324,-0.020212,0.158786,boys
Xxw3AwS7_o8,0.819919,3.915536,1991.379491,4.137748,111.592505,0.139517,3.266429,3216.324241,0.531926,3097.339122,2.098539,10.686091,9301.102012,6018.515665,0.779225,0.118203,28418.477546,0.580496,1.773055,-0.110408,0.268751,0.052838,0.187662,0.032594,-0.158656,-0.023675,0.130482,-0.017913,-0.009404,-0.003778,0.029268,1983.085106,0.606383,808.524752,64.671081,1.0,69.528405,0.494762,0.005258,0.14363,mixed
YGxld6FysWU,0.879584,2.41863,2112.636908,4.047964,130.171071,0.058169,3.283469,2203.401364,0.415922,2832.372255,2.708417,14.110625,8050.401058,4436.895763,0.755296,0.100616,34185.104418,0.417592,2.091503,-0.330211,0.504637,0.033372,0.15676,-0.007144,0.129783,0.010811,0.021174,0.022209,0.015901,-0.020337,0.054459,921.127695,0.38806,653.877241,54.016961,1.0,64.572331,0.596489,-0.01476,0.132077,no actors
YOaA1JMpq-0,0.850978,5.853879,2127.2504,4.22454,125.283909,0.112698,1.812557,3141.752665,0.504649,3285.30275,1.748748,7.646839,9842.177089,6256.776883,0.769075,0.103912,23071.078705,0.602719,1.999322,0.245245,0.503405,0.274616,0.126744,-0.031657,0.235756,-0.001027,-0.129576,-0.100346,-0.08124,-0.210167,-0.100017,1730.337922,0.624531,852.709606,64.062747,1.0,68.246608,0.611408,0.017747,0.163696,girls
YX2Ozh9Msf0,0.878691,3.47545,2945.180875,4.190968,100.501336,0.079787,2.404843,2396.930142,0.509189,2199.009622,2.224436,15.167011,6099.464506,4444.44257,0.746898,0.045855,24098.588898,0.765497,1.58473,0.245595,0.529528,-0.226063,0.097399,0.167086,-0.039029,0.239965,0.134933,0.071428,-0.056347,0.04451,0.042114,1664.227053,0.603865,864.248226,63.737403,1.0,68.005785,0.421911,-0.018182,0.158665,boys
Y_TqObDvE24,0.89969,2.883584,2364.860823,3.899891,129.297474,0.072432,4.274737,3002.771907,0.488161,3439.180056,1.963898,7.797556,10607.633699,6093.034423,0.776261,0.121985,31809.894504,0.770882,2.275011,-0.016561,0.837889,-0.02504,0.146973,0.093539,0.043674,0.031589,-0.020889,-0.181461,-0.030679,-0.036141,-0.038618,1427.799672,0.477833,874.734454,62.575717,1.0,67.838827,0.517118,-0.000412,0.161602,girls
YlE0pteWuR8,0.652208,3.268947,3483.650704,4.356363,131.205041,0.118505,4.187153,4970.628761,0.665951,3883.448867,0.95987,5.349048,12006.356924,8946.629061,0.811764,0.166233,27882.425008,0.260404,0.414845,0.37067,0.214816,0.184812,0.090063,0.153785,0.054828,0.033198,0.045332,0.094103,0.083679,0.05009,0.057321,2807.508651,0.66263,660.057482,54.093474,1.0,64.435478,0.374245,-0.012631,0.281582,mixed
YrKlq72U0E4,0.853086,5.496931,1969.845233,4.157619,130.312165,0.118034,2.071318,3613.892652,0.564379,3731.959764,1.449654,5.102838,11662.809917,7496.757974,0.818297,0.145389,21510.34948,0.524295,1.434153,0.069678,0.422002,0.083825,0.168817,0.054972,0.007821,-0.040439,-0.006187,0.039503,0.079009,0.028366,0.011168,1684.666667,0.552593,817.557397,59.636995,1.0,66.643349,0.488688,-0.028419,0.159601,no actors
YwJMELJf754,0.899533,3.943558,2179.59179,4.581208,126.910887,0.08351,4.107077,2683.381853,0.461984,3035.164361,2.226761,10.363263,8699.727791,5291.991444,0.770157,0.114296,19473.102086,0.688511,1.91935,-0.107305,0.231856,0.092797,0.261564,0.042217,0.062929,0.085913,0.106918,-0.024785,-0.072802,-0.027017,0.05825,1321.729519,0.521456,909.839592,55.786228,1.0,64.371332,0.432658,-0.006199,0.162584,mixed
Y2Skw39jGlQ,0.884443,3.926506,2212.741917,4.057409,125.158708,0.093239,4.415819,4253.037457,0.648632,3556.270471,1.082615,4.486711,11450.758461,7996.185948,0.834235,0.135094,57254.608064,0.765673,1.030729,0.144735,0.298086,0.03608,0.18758,0.075301,0.036374,-0.080128,-0.085149,-0.077804,-0.006943,-0.085863,0.020677,2696.072013,0.540098,984.260593,65.679384,1.0,69.713063,0.445355,-0.013052,0.169293,boys
Y2zE_9YFstU,0.954303,3.846951,1248.95417,3.992674,126.361393,0.070813,3.709797,3023.108382,0.49216,3292.211381,1.792544,7.290717,9889.429826,6170.979783,0.793187,0.119395,31957.704749,0.680255,1.958931,0.083366,0.358308,0.026982,0.154555,0.077074,0.008849,0.033534,0.073874,0.045036,0.004846,-0.047432,0.016103,1643.90971,0.464225,925.307196,60.395826,1.0,66.26038,0.514827,0.009979,0.154836,no actors
ZGYsE6m0YtY,0.912711,4.125036,1650.748507,4.151331,124.673128,0.075,5.011385,3181.516485,0.501593,3297.623468,2.068246,8.961245,10078.334484,6035.816493,0.767937,0.124749,21632.695656,0.915181,1.981048,-0.068082,0.432868,-0.02491,0.120531,-0.0121,0.079601,0.127648,0.008541,-0.064369,0.081376,-0.042411,-0.096292,1750.543338,0.481242,900.637599,64.339856,1.0,68.979986,0.460674,-0.017747,0.153267,girls
ZHYihxwUzbM,0.930059,3.597779,1989.431261,4.147515,122.047632,0.078022,3.78437,3700.500968,0.542589,3771.616853,1.347895,5.000439,11443.645196,7706.742035,0.811108,0.141873,35924.261864,0.743328,1.631361,0.678878,0.266057,0.006911,0.29205,0.057176,0.29466,-0.014673,-0.049628,-0.039486,-0.071361,-0.042933,-0.1053,1832.410596,0.487417,890.811275,59.257322,1.0,64.76743,0.432497,-0.021026,0.154072,mixed
ZNF7nCHCuEo,0.911982,2.753228,1688.658263,4.107054,122.320032,0.066813,4.214993,3366.543252,0.521151,3527.778616,1.664976,6.691736,10691.415094,6838.12209,0.790357,0.127031,23797.973058,0.701374,1.829846,-0.229944,0.3616,-0.004103,0.059657,-0.001358,0.090926,0.024436,-0.096742,-0.05122,-0.02203,-0.065363,-0.094108,1777.888799,0.525383,879.522449,63.540181,1.0,68.037034,0.473952,-0.009586,0.158516,girls
ZaWRrNOseg4,0.841238,4.002197,2521.372502,4.060186,116.398397,0.130909,2.753305,3398.117566,0.479369,3601.338351,1.850216,8.024605,10900.717529,6719.229675,0.761524,0.134826,15098.49105,0.696785,1.946598,0.224451,0.331319,-0.030338,0.016343,-0.020558,0.051501,0.125529,-0.035185,-0.109524,0.040588,-0.08356,0.010576,1633.928287,0.572908,864.438001,66.510673,1.0,68.804644,0.406881,-0.017663,0.173521,mixed
